Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0
25,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0
24,3,0,0,0,0,0,0,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1.1,1.1,0.6,0,152,0
23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0
26,4,0,2,4,2,0,0,7,-7,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-0.6,-0.6,-0.6,0,72,0
33,5,0,1,2,7,0,0,11,-8,-0.73,0,0,0,0,0,0,0,0,0,0,0,-1,-0.5,-0.5,-0.5,0,71,0
23,12,0,0,0,0,0,0,0,0,0,0,3,2,15,7.5,0,1,1,0,0,0,-1,1.5,2.5,0.5,0,242,0
28,5,0,1,4,8,0,0,8,2,0.25,0,0,0,0,0,0,1,1,0,0,0,-1,-1.5,-0.5,-1.5,0,73,0
30,3,0,0,0,0,0,0,1,-11,-11,0,0,0,0,0,0,0,0,0,0,0,-1,-1.1,-1.1,-1.1,0,243,0
29,2,0,0,0,0,0,0,4,10,2.5,0,2,1,3,3,0,1,1,0,0,0,-1,0.3,1.3,-0.2,0,166,0
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-2,-2,-1,-2,0,246,0
26,4,0,0,0,0,0,0,1,0,0,0,1,1,3,3,0,2,1,0,0,0,-2,-0.7,0.3,-1.2,0,244,0
23,2,0,0,5,0,0,1,1,-2,-2,0,0,0,0,0,0,0,0,0,0,0,-2,-2.2,-1.2,-1.2,0,74,0
25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,-2,-2,-1,-2,0,247,0
24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,-2,-2,-1,-2,0,245,0
