Age,G,GS,Cmp,Att,PassYds,PassTD,Int,RushAtt,RushYds,Y/A,RushTD,Tgt,Rec,RecYds,Y/R,RecTD,Fmb,FL,TotTD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
23,16,16,0,2,0,0,0,287,1387,4.83,15,142,116,1005,8.66,4,1,0,19,1,0,355,471.2,477.2,413.2,215,1,1
22,15,15,265,401,3127,36,6,176,1206,6.85,7,0,0,0,0,0,9,2,7,0,0,416,415.7,429.7,421.7,152,1,2
25,15,15,0,0,0,0,0,303,1540,5.08,16,24,18,206,11.44,2,5,3,18,0,0,277,294.6,303.6,285.6,136,2,3
25,16,16,0,0,0,0,0,236,1084,4.59,16,68,49,474,9.67,3,3,2,19,0,0,266,314.8,322.8,290.3,125,3,4
24,16,16,0,0,0,0,0,301,1357,4.51,12,71,54,420,7.78,2,3,2,14,0,0,258,311.7,319.7,284.7,117,4,5
24,14,14,0,0,0,0,0,250,1135,4.54,13,63,53,519,9.79,0,4,2,13,0,0,239,292.4,300.4,265.9,99,5,6
26,16,15,0,0,0,0,0,1,-9,-9,0,185,149,1725,11.58,9,1,0,9,0,0,226,374.6,377.6,300.1,97,1,7
30,16,16,0,0,0,0,0,1,4,4,1,136,97,1229,12.67,5,1,1,6,0,0,157,254.3,258.3,205.8,80,1,8
24,16,16,0,0,0,0,0,298,1494,5.01,8,49,36,278,7.72,0,3,3,8,0,0,219,255.2,264.2,237.2,79,6,9
24,16,8,0,0,0,0,0,132,557,4.22,3,108,92,993,10.79,8,3,2,11,0,0,217,309,317,263,76,7,10
30,15,15,0,0,0,0,0,202,1018,5.04,10,29,26,247,9.5,5,2,2,15,2,0,217,242.5,250.5,229.5,76,8,11
26,16,16,388,596,4902,30,11,52,277,5.33,3,0,0,0,0,0,6,2,3,0,1,338,337.8,356.8,348.8,74,2,12
24,15,4,0,0,0,0,0,0,0,0,0,98,64,852,13.31,10,2,1,10,0,0,143,207.2,211.2,175.2,66,2,13
31,16,16,341,516,4110,31,5,75,342,4.56,3,0,0,0,0,0,8,2,3,0,1,329,328.6,341.6,333.6,65,3,14
23,14,14,0,0,0,0,0,1,8,8,0,121,86,1333,15.5,9,0,0,9,1,0,190,276.1,279.1,233.1,61,2,15
26,14,14,0,0,0,0,0,5,22,4.4,0,107,85,1053,12.39,5,1,0,5,0,0,138,222.5,225.5,180,61,3,16
24,15,15,333,495,3852,26,12,82,413,5.04,7,1,1,6,6,1,10,3,8,0,1,320,321,342,332.5,56,4,17
25,15,15,0,0,0,0,0,278,1230,4.42,7,47,37,266,7.19,2,7,4,9,0,0,196,232.6,242.6,214.1,55,9,18
27,16,16,0,0,0,0,0,2,5,2.5,0,117,90,1145,12.72,3,1,1,3,0,0,131,221,225,176,54,4,19
26,16,16,0,0,0,0,0,0,0,0,0,116,65,1190,18.31,11,1,1,11,0,0,183,248,252,215.5,54,3,20
22,13,13,0,0,0,0,0,217,1003,4.62,6,73,52,438,8.42,2,1,0,8,0,0,192,244.1,250.1,218.1,52,10,21
29,15,15,0,0,0,0,0,0,0,0,0,135,88,916,10.41,6,1,1,6,1,0,128,215.6,219.6,171.6,51,5,22
23,16,15,0,0,0,0,0,278,1137,4.09,5,45,35,287,8.2,3,0,0,8,0,0,190,225.4,231.4,207.9,50,11,23
25,15,15,0,0,0,0,0,223,857,3.84,12,49,31,207,6.68,2,3,2,14,1,0,188,219.4,227.4,203.9,48,12,24
32,14,7,0,0,0,0,0,0,0,0,0,65,43,705,16.4,9,0,0,9,0,0,125,167.5,170.5,146,48,6,25
26,16,14,0,1,0,0,0,2,4,2,0,134,94,1161,12.35,10,3,0,10,0,0,177,270.5,273.5,223.5,47,4,26
30,15,15,0,0,0,0,0,2,-3,-1.5,0,157,99,1394,14.08,6,1,0,6,0,0,175,274.1,277.1,224.6,46,5,27
26,16,14,0,0,0,0,0,0,0,0,0,128,72,1202,16.69,9,0,0,9,0,0,174,246.2,249.2,210.2,45,6,28
24,15,15,0,0,0,0,0,265,1152,4.35,3,100,76,522,6.87,0,1,1,3,0,0,183,259.4,266.4,221.4,43,13,29
25,16,16,380,626,5109,33,30,59,250,4.24,1,0,0,0,0,0,12,5,1,2,2,305,305.4,346.4,335.4,42,5,30
25,13,10,0,0,0,0,0,0,0,0,0,97,75,787,10.49,6,0,0,6,1,0,117,191.7,194.7,154.2,40,7,31
25,16,16,0,0,0,0,0,1,6,6,0,119,79,1189,15.05,8,0,0,8,0,0,168,246.5,249.5,207,38,7,32
26,13,13,0,0,0,0,0,0,0,0,0,118,67,1157,17.27,8,0,0,8,1,0,166,232.7,235.7,199.2,37,8,33
22,16,11,0,0,0,0,0,3,60,20,1,84,52,1051,20.21,8,1,0,9,0,0,165,217.1,220.1,191.1,36,9,34
27,15,15,1,2,6,1,1,2,18,9,0,150,104,1165,11.2,7,0,0,7,1,0,165,268.5,272.5,217.5,35,10,35
21,13,13,0,0,0,0,0,242,1150,4.75,7,27,20,166,8.3,0,1,1,7,0,0,172,191.6,198.6,181.6,31,14,36
27,16,16,0,0,0,0,0,3,16,5.33,0,149,104,1199,11.53,6,0,0,6,0,0,158,261.5,264.5,209.5,28,11,37
22,16,11,0,0,0,0,0,179,818,4.57,3,63,50,509,10.18,3,2,1,6,1,0,169,218.7,225.7,193.7,28,15,38
26,16,15,0,0,0,0,0,1,2,2,0,154,98,1147,11.7,7,0,0,7,0,0,157,254.9,257.9,205.9,28,12,39
33,16,13,2,2,47,1,0,8,27,3.38,0,153,100,1117,11.17,6,3,1,6,1,0,156,256.3,260.3,206.3,27,13,40
24,14,9,1,1,13,0,0,171,797,4.66,5,97,81,533,6.58,1,4,1,6,0,0,168,248.5,255.5,208,27,16,41
23,14,12,0,0,0,0,0,247,1091,4.42,8,17,14,82,5.86,0,0,0,8,1,0,167,181.3,184.3,174.3,27,17,42
27,16,16,0,0,0,0,0,1,10,10,0,138,83,1174,14.14,6,0,0,6,0,0,154,237.4,240.4,195.9,25,14,43
23,16,16,271,461,3089,20,9,109,510,4.68,9,0,0,0,0,0,14,4,9,1,2,289,288.6,307.6,297.6,25,6,44
27,16,16,0,0,0,0,0,4,-5,-1.25,0,110,82,1057,12.89,8,1,0,8,0,0,153,235.2,238.2,194.2,24,15,45
23,15,14,0,0,0,0,0,2,20,10,0,118,73,1008,13.81,8,0,0,8,1,0,153,225.8,228.8,189.3,24,16,46
25,14,10,0,0,0,0,0,170,817,4.81,8,68,50,345,6.9,0,2,1,8,1,0,164,214.2,221.2,189.2,24,18,47
24,14,14,319,484,4031,26,5,43,218,5.07,2,0,0,0,0,0,3,2,2,0,1,287,287,300,292,23,7,48
25,16,16,0,0,0,0,0,224,1011,4.51,7,48,35,196,5.6,0,0,0,7,0,0,163,197.7,203.7,180.2,22,19,49
22,16,16,349,542,3722,20,12,93,544,5.85,4,0,0,0,0,0,5,2,4,0,3,285,285.3,305.3,297.3,22,8,50
24,16,14,1,1,38,0,0,3,17,5.67,0,124,72,1112,15.44,6,2,0,6,0,0,150,222.4,225.4,186.4,21,17,51
26,15,15,0,1,0,0,0,5,61,12.2,0,94,63,1130,17.94,6,4,3,6,0,0,149,212.1,218.1,180.6,20,18,52
29,15,15,1,1,28,1,0,2,7,3.5,0,115,72,1060,14.72,6,0,0,6,0,0,148,219.8,222.8,183.8,19,19,53
25,12,12,0,0,0,0,0,0,0,0,0,76,55,652,11.85,5,1,1,5,1,0,95,150.2,154.2,122.7,18,8,54
23,14,12,0,0,0,0,0,0,0,0,0,113,66,1107,16.77,6,0,0,6,0,0,147,212.7,215.7,179.7,18,20,55
36,16,16,353,569,4002,26,4,46,183,3.98,1,0,0,0,0,0,4,4,1,1,2,278,278.4,292.4,282.4,15,9,56
26,15,15,0,0,0,0,0,0,0,0,0,89,69,734,10.64,3,0,0,3,0,0,91,160.4,163.4,125.9,15,9,57
22,15,15,0,0,0,0,0,6,40,6.67,0,135,87,1175,13.51,4,2,1,4,0,0,144,230.5,234.5,187,14,21,58
27,15,15,0,0,0,0,0,17,115,6.76,1,139,90,1134,12.6,2,0,0,3,0,0,143,232.9,238.9,187.9,14,22,59
27,16,16,388,607,4039,27,7,62,243,3.92,1,0,0,0,0,0,16,7,1,0,2,276,275.9,295.9,282.9,12,10,60
27,16,0,0,0,0,0,0,137,772,5.64,8,22,14,180,12.86,2,2,2,10,0,0,151,165.2,173.2,158.2,11,20,61
24,15,9,0,0,0,0,0,0,0,0,0,87,58,607,10.47,5,2,2,5,0,0,87,144.7,149.7,115.7,10,10,62
27,15,15,0,0,0,0,0,245,789,3.22,3,78,66,461,6.98,1,1,1,4,1,0,149,215,222,182,8,21,63
24,16,5,0,0,0,0,0,0,0,0,0,89,51,570,11.18,5,1,1,5,0,0,85,136,140,110.5,8,11,64
25,13,10,0,0,0,0,0,2,34,17,0,93,63,866,13.75,7,0,0,7,1,0,134,197,200,165.5,5,23,65
24,14,14,0,0,0,0,0,0,0,0,0,93,58,919,15.84,7,0,0,7,0,0,134,191.9,194.9,162.9,5,24,66
22,16,8,0,0,0,0,0,242,889,3.67,6,35,25,185,7.4,1,2,2,7,0,0,145,170.4,178.4,157.9,5,22,67
25,16,15,0,0,0,0,0,4,23,5.75,0,148,90,1046,11.62,5,2,2,5,0,0,133,222.9,227.9,177.9,4,25,68
34,15,15,408,616,4466,26,14,34,147,4.32,1,0,0,0,0,0,9,5,1,0,1,267,267.3,292.3,281.3,4,11,69
23,15,11,0,0,0,0,0,14,159,11.36,3,81,57,802,14.07,3,2,1,6,1,0,132,189.1,196.1,160.6,3,26,70
29,13,11,0,0,0,0,0,2,0,0,0,91,62,779,12.56,9,0,0,9,0,0,132,193.9,196.9,162.9,3,27,71
29,16,14,0,0,0,0,0,245,1070,4.37,6,16,10,42,4.2,0,4,2,6,0,0,143,153.2,158.2,148.2,3,23,72
25,12,12,0,0,0,0,0,8,23,2.88,0,89,58,860,14.83,7,0,0,7,0,0,130,188.3,191.3,159.3,1,28,73
27,12,12,0,0,0,0,0,0,0,0,0,127,83,997,12.01,5,2,1,5,1,0,130,212.7,216.7,171.2,1,29,74
27,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,75
30,16,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76
22,16,15,0,0,0,0,0,2,11,5.5,0,100,58,900,15.52,7,3,3,7,1,0,129,187.1,193.1,158.1,0,30,77
24,16,14,0,0,0,0,0,247,912,3.69,7,20,12,94,7.83,0,2,1,7,0,0,141,152.6,156.6,146.6,0,24,78
42,16,16,373,613,4057,24,8,26,34,1.31,3,0,0,0,0,0,4,1,3,0,1,264,263.7,275.7,271.7,0,12,0
25,16,16,394,626,4638,22,16,33,40,1.21,2,0,0,0,0,0,10,5,2,0,0,248,247.5,271.5,263.5,0,13,0
28,16,16,329,476,3978,27,13,46,62,1.35,1,0,0,0,0,0,10,5,1,0,2,247,247.3,268.3,260.3,0,14,0
28,16,16,361,513,4054,21,8,27,82,3.04,2,0,0,0,0,0,7,3,2,0,0,244,244.4,258.4,252.4,0,16,0
31,15,15,307,444,3603,26,6,31,63,2.03,1,1,0,0,0,0,10,3,1,0,1,244,244.4,256.4,250.4,0,15,0
37,15,13,311,502,3529,20,13,54,243,4.5,4,0,0,0,0,0,9,2,4,0,1,241,241.5,262.5,254.5,0,17,0
38,16,16,390,591,4615,23,20,12,29,2.42,0,0,0,0,0,0,8,3,0,0,1,236,235.5,261.5,255.5,0,18,0
24,16,16,317,534,3827,22,21,28,141,5.04,3,0,0,0,0,0,6,2,3,0,1,229,229.2,258.2,250.2,0,20,0
23,14,12,285,470,3271,21,6,67,344,5.13,0,0,0,0,0,0,12,7,0,0,3,229,229.2,248.2,235.2,0,19,0
40,11,11,281,378,2979,27,4,9,-4,-0.44,1,0,0,0,0,0,0,0,1,0,0,225,224.8,231.8,228.8,0,21,0
31,12,10,201,286,2742,22,6,43,185,4.3,4,0,0,0,0,0,5,3,4,1,0,224,224.2,239.2,230.2,0,22,0
27,15,15,272,447,2942,18,6,56,228,4.07,4,1,1,2,2,0,7,5,4,0,1,217,217.7,234.7,223.2,0,23,0
22,13,12,284,459,3027,24,12,45,279,6.2,2,0,0,0,0,0,19,11,2,0,2,215,215,244,227,0,24,0
32,13,13,314,528,3494,16,14,32,73,2.28,4,1,1,-4,-4,0,8,4,4,1,1,203,203.7,224.7,217.2,0,26,0
25,15,15,326,516,3138,17,10,48,193,4.02,2,0,0,0,0,0,5,2,2,0,1,203,202.8,220.8,212.8,0,25,0
22,13,13,273,441,3024,19,13,33,62,1.88,2,0,0,0,0,0,11,3,2,0,3,189,189.2,208.2,202.2,0,27,0
23,13,12,303,489,3322,17,16,32,106,3.31,2,0,0,0,0,0,13,7,2,0,0,177,177.5,206.5,193.5,0,28,0
31,8,8,187,291,2499,19,5,20,66,3.3,0,0,0,0,0,0,5,3,0,0,0,167,166.6,177.6,171.6,0,29,0
27,14,14,0,0,0,0,0,184,656,3.57,2,70,59,410,6.95,4,3,2,6,0,0,139,197.6,205.6,168.1,0,26,0
26,12,11,0,0,0,0,0,162,612,3.78,8,55,42,296,7.05,1,4,3,9,0,0,139,180.8,189.8,159.8,0,25,0
22,16,9,0,0,0,0,0,172,724,4.21,6,40,31,309,9.97,0,3,2,6,0,0,135,166.3,174.3,150.8,0,27,0
34,15,15,0,0,0,0,0,211,898,4.26,5,23,17,142,8.35,0,3,2,5,0,0,130,147,155,138.5,0,28,0
27,15,1,1,1,35,0,0,67,263,3.93,1,95,72,645,8.96,5,1,1,6,1,0,128,200.2,207.2,164.2,0,29,0
27,16,15,1,2,20,0,0,3,10,3.33,0,133,74,1035,13.99,4,1,1,4,0,0,127,201.3,205.3,164.3,0,31,0
32,17,16,1,1,35,1,0,0,0,0,0,97,66,869,13.17,5,0,0,5,1,0,124,190.3,193.3,157.3,0,32,0
29,16,8,0,0,0,0,0,146,637,4.36,5,43,34,235,6.91,1,0,0,6,0,0,123,157.2,163.2,140.2,0,30,0
22,14,9,0,0,0,0,0,0,0,0,0,84,48,740,15.42,8,0,0,8,0,0,122,170,173,146,0,33,0
26,16,12,0,0,0,0,0,1,4,4,0,122,78,833,10.68,6,0,0,6,0,0,120,197.7,200.7,158.7,0,34,0
22,12,8,0,0,0,0,0,151,775,5.13,2,41,29,194,6.69,2,4,1,4,0,0,119,147.9,154.9,133.4,0,31,0
30,15,10,0,0,0,0,0,0,0,0,0,106,67,778,11.61,6,0,0,6,2,0,118,184.8,187.8,151.3,0,35,0
23,16,15,0,0,0,0,0,19,130,6.84,1,105,54,627,11.61,6,0,0,7,0,0,118,171.7,177.7,144.7,0,36,0
26,14,11,0,0,0,0,0,137,544,3.97,6,30,21,180,8.57,1,0,0,7,0,0,114,135.4,141.4,124.9,0,32,0
24,10,10,0,0,0,0,0,116,464,4,4,38,34,251,7.38,3,1,1,7,0,0,112,145.5,152.5,128.5,0,33,0
25,15,15,0,0,0,0,0,1,2,2,0,90,49,1001,20.43,2,0,0,2,0,0,112,161.3,164.3,136.8,0,37,0
27,11,6,0,0,0,0,0,111,498,4.49,5,37,30,213,7.1,2,1,1,7,0,0,111,141.1,148.1,126.1,0,34,0
26,16,15,0,0,0,0,0,1,4,4,0,96,52,779,14.98,5,1,0,5,1,0,110,162.3,165.3,136.3,0,38,0
27,16,14,0,0,0,0,0,0,0,0,0,90,47,775,16.49,5,0,0,5,1,0,110,156.5,159.5,133,0,39,0
26,16,2,0,0,0,0,0,83,410,4.94,2,62,44,410,9.32,3,1,1,5,0,0,110,154,161,132,0,35,0
24,10,8,176,283,1765,13,9,21,42,2,0,0,0,0,0,0,4,0,0,0,0,109,108.8,120.8,117.8,0,30,0
24,14,2,0,0,0,0,0,107,460,4.3,1,45,39,253,6.49,5,0,0,6,0,0,107,146.3,152.3,126.8,0,36,0
28,13,9,0,0,0,0,0,94,345,3.67,2,47,36,370,10.28,4,1,1,6,0,0,106,141.5,148.5,123.5,0,37,0
23,16,12,0,0,0,0,0,4,41,10.25,0,92,59,680,11.53,5,5,2,6,0,0,104,163.1,168.1,133.6,0,40,0
31,10,8,160,247,1707,11,5,9,12,1.33,1,0,0,0,0,0,6,3,1,0,0,103,103.5,114.5,108.5,0,31,0
31,11,10,0,0,0,0,0,1,16,16,0,85,49,676,13.8,6,1,1,6,0,0,103,152.2,156.2,127.7,0,41,0
36,16,16,0,0,0,0,0,0,0,0,0,109,75,804,10.72,4,1,1,4,0,0,102,177.4,181.4,139.9,0,42,0
26,14,4,0,0,0,0,0,2,16,8,0,69,36,645,17.92,6,0,0,6,0,0,102,138.1,141.1,120.1,0,43,0
25,16,7,0,0,0,0,0,154,470,3.05,6,24,16,115,7.19,1,1,1,7,1,0,101,116.5,123.5,108.5,0,39,0
25,10,4,0,0,0,0,0,119,525,4.41,6,14,10,69,6.9,1,0,0,7,0,0,101,111.4,114.4,106.4,0,38,0
27,14,12,0,0,0,0,0,0,0,0,0,64,42,651,15.5,6,0,0,6,0,0,101,143.1,146.1,122.1,0,44,0
22,14,11,0,0,0,0,0,0,0,0,0,71,46,584,12.7,7,0,0,7,0,0,100,146.4,149.4,123.4,0,45,0
29,15,6,0,1,0,0,0,3,11,3.67,0,83,55,828,15.05,3,2,1,3,0,0,100,154.9,158.9,127.4,0,47,0
23,13,13,0,0,0,0,0,10,93,9.3,0,108,68,709,10.43,3,0,0,3,1,0,100,168.2,171.2,134.2,0,46,0
23,16,0,0,0,0,0,0,132,496,3.76,3,50,43,256,5.95,1,0,0,4,0,0,99,142.2,148.2,120.7,0,40,0
21,16,5,0,0,0,0,0,4,17,4.25,0,41,26,538,20.69,6,2,2,7,0,0,94,119.5,124.5,106.5,0,49,0
25,16,13,0,1,0,0,0,2,16,8,0,72,41,607,14.8,5,0,0,5,1,0,94,135.3,138.3,114.8,0,48,0
31,13,9,0,0,0,0,0,101,465,4.6,4,34,28,181,6.46,1,3,2,5,0,0,91,118.6,126.6,104.6,0,41,0
26,15,11,0,0,0,0,0,5,27,5.4,0,101,66,660,10,3,1,0,3,2,0,91,156.7,159.7,123.7,0,50,0
27,9,5,133,196,1384,9,2,28,31,1.11,0,0,0,0,0,0,1,0,0,0,0,90,90.5,95.5,92.5,0,32,0
23,15,10,0,0,0,0,0,0,0,0,0,80,44,735,16.7,3,1,1,3,0,0,90,133.5,137.5,111.5,0,51,0
26,14,13,0,0,0,0,0,2,12,6,0,90,52,673,12.94,3,2,1,3,1,0,87,138.5,142.5,112.5,0,52,0
24,16,1,0,0,0,0,0,133,711,5.35,2,7,7,45,6.43,0,2,1,2,0,0,86,92.6,96.6,89.1,0,43,0
26,16,3,0,0,0,0,0,108,387,3.58,3,41,36,292,8.11,0,0,0,3,0,0,86,121.9,127.9,103.9,0,42,0
24,16,11,0,0,0,0,0,64,213,3.33,0,104,79,456,5.77,3,3,0,3,0,0,85,163.9,169.9,124.4,0,44,0
34,8,8,171,262,1822,6,5,12,20,1.67,0,0,0,0,0,0,8,3,0,0,1,85,84.9,95.9,89.9,0,34,0
25,11,11,0,0,0,0,0,0,0,0,0,71,49,670,13.67,3,1,0,3,0,0,85,134,137,109.5,0,53,0
26,7,6,95,160,1203,7,2,24,129,5.38,0,0,0,0,0,0,3,0,0,0,0,85,85,93,87,0,33,0
24,13,4,0,0,0,0,0,0,0,0,0,71,49,605,12.35,4,1,0,4,0,0,85,133.5,136.5,109,0,55,0
26,10,10,0,0,0,0,0,6,72,12,0,83,57,576,10.11,3,0,0,3,1,0,85,141.8,144.8,113.3,0,54,0
24,13,5,0,0,0,0,0,123,623,5.07,1,22,19,120,6.32,1,2,1,2,0,0,84,103.3,110.3,93.8,0,45,0
29,10,10,0,0,0,0,0,4,6,1.5,1,48,30,418,13.93,6,0,0,7,0,0,84,114.4,117.4,99.4,0,56,0
29,16,5,3,6,55,0,0,27,156,5.78,1,22,19,234,12.32,6,0,0,7,0,0,83,102.2,108.2,92.7,0,57,0
36,16,8,0,0,0,0,0,166,599,3.61,2,16,13,100,7.69,0,0,0,2,0,0,82,94.9,100.9,88.4,0,46,0
30,10,10,0,0,0,0,0,0,0,0,0,68,45,501,11.13,5,0,0,5,0,0,80,125.1,128.1,102.6,0,59,0
27,13,5,0,0,0,0,0,0,0,0,0,55,40,561,14.03,4,0,0,4,0,0,80,120.1,123.1,100.1,0,58,0
34,15,10,1,1,19,1,0,0,0,0,0,97,62,678,10.94,1,0,0,1,0,0,79,140.6,143.6,109.6,0,61,0
29,10,10,0,0,0,0,0,1,2,2,1,73,43,490,11.4,4,0,0,5,0,0,79,122.2,125.2,100.7,0,60,0
22,9,7,119,203,1365,7,7,20,101,5.05,0,0,0,0,0,0,6,2,0,0,1,77,76.7,91.7,83.7,0,35,0
37,16,16,0,0,0,0,0,0,0,0,0,83,63,529,8.4,4,1,1,4,1,0,77,139.9,143.9,108.4,0,12,0
26,14,14,0,0,0,0,0,6,52,8.67,0,72,42,583,13.88,2,0,0,2,0,0,76,117.5,120.5,96.5,0,62,0
33,16,14,0,0,0,0,0,0,0,0,0,48,34,341,10.03,7,0,0,7,0,0,76,110.1,113.1,93.1,0,13,0
25,16,7,0,0,0,0,0,1,-1,-1,0,85,52,656,12.62,2,1,1,2,0,0,76,127.5,131.5,101.5,0,63,0
22,16,2,0,1,0,0,0,9,85,9.44,1,56,34,310,9.12,4,1,0,6,0,0,76,109.5,112.5,92.5,0,64,0
22,8,7,0,0,0,0,0,113,403,3.57,3,15,10,127,12.7,1,1,1,4,0,0,75,85,92,80,0,47,0
30,16,16,0,0,0,0,0,0,0,0,0,48,39,367,9.41,6,0,0,6,1,0,75,113.7,116.7,94.2,0,14,0
29,13,1,0,0,0,0,0,65,302,4.65,3,38,27,279,10.33,0,1,1,3,0,0,74,101.1,108.1,87.6,0,49,0
23,16,2,0,0,0,0,0,52,199,3.83,2,58,44,320,7.27,0,1,1,4,0,0,74,117.9,124.9,95.9,0,50,0
22,15,0,0,0,0,0,0,86,455,5.29,2,20,15,107,7.13,1,1,1,3,1,0,74,89.2,96.2,81.7,0,48,0
24,11,2,0,0,0,0,0,61,245,4.02,5,26,24,204,8.5,0,4,1,5,0,0,73,96.9,103.9,84.9,0,51,0
24,15,11,0,0,0,0,0,0,0,0,0,69,43,601,13.98,2,1,0,2,0,0,72,115.1,118.1,93.6,0,65,0
26,14,4,0,0,0,0,0,3,21,7,0,54,29,397,13.69,5,0,0,5,0,0,72,100.8,103.8,86.3,0,66,0
34,14,14,0,0,0,0,0,0,0,0,0,82,52,597,11.48,2,0,0,2,0,0,72,123.7,126.7,97.7,0,15,0
